id,work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,Company_location,company_location_3Char,comp_size,Experience,Emply_Type,Country_Company,Country_Emply,Company_size,Category,Remote_Work,Machine_learning
140,2021,MI,FT,Data Analyst,135000,USD,135000,US,100,US,USA,L,Mid-level Intermediate ,Full-time ,United States of America,United States of America,Large_Greater_than_250_Emp,Analysis,80-100%,Not ML
141,2021,SE,FT,Data Science Manager,240000,USD,240000,US,0,US,USA,L,Senior-level Expert ,Full-time ,United States of America,United States of America,Large_Greater_than_250_Emp,Scientist,0-20%,Not ML
142,2021,SE,FT,Data Engineering Manager,150000,USD,150000,US,0,US,USA,L,Senior-level Expert ,Full-time ,United States of America,United States of America,Large_Greater_than_250_Emp,Engineer,0-20%,Not ML
143,2021,MI,FT,Data Scientist,82500,USD,82500,US,100,US,USA,S,Mid-level Intermediate ,Full-time ,United States of America,United States of America,Small_Less_than_50_Emp,Scientist,80-100%,Not ML
144,2021,MI,FT,Data Engineer,100000,USD,100000,US,100,US,USA,L,Mid-level Intermediate ,Full-time ,United States of America,United States of America,Large_Greater_than_250_Emp,Engineer,80-100%,Not ML
145,2021,SE,FT,Machine Learning Engineer,70000,EUR,82744,BE,50,BE,BEL,M,Senior-level Expert ,Full-time ,Belgium,Belgium,Medium_Between_50_and_250_Emp,Engineer,20-80%,ML Professional
146,2021,MI,FT,Research Scientist,53000,EUR,62649,FR,50,FR,FRA,M,Mid-level Intermediate ,Full-time ,France,France,Medium_Between_50_and_250_Emp,Scientist,20-80%,Not ML
147,2021,MI,FT,Data Engineer,90000,USD,90000,US,100,US,USA,L,Mid-level Intermediate ,Full-time ,United States of America,United States of America,Large_Greater_than_250_Emp,Engineer,80-100%,Not ML
148,2021,SE,FT,Data Engineering Manager,153000,USD,153000,US,100,US,USA,L,Senior-level Expert ,Full-time ,United States of America,United States of America,Large_Greater_than_250_Emp,Engineer,80-100%,Not ML
149,2021,SE,FT,Cloud Data Engineer,160000,USD,160000,BR,100,US,USA,S,Senior-level Expert ,Full-time ,United States of America,Brazil,Small_Less_than_50_Emp,Engineer,80-100%,Not ML
150,2021,SE,FT,Director of Data Science,168000,USD,168000,JP,0,JP,JPN,S,Senior-level Expert ,Full-time ,Japan,Japan,Small_Less_than_50_Emp,Scientist,0-20%,Not ML
151,2021,MI,FT,Data Scientist,150000,USD,150000,US,100,US,USA,M,Mid-level Intermediate ,Full-time ,United States of America,United States of America,Medium_Between_50_and_250_Emp,Scientist,80-100%,Not ML
152,2021,MI,FT,Data Scientist,95000,CAD,75774,CA,100,CA,CAN,L,Mid-level Intermediate ,Full-time ,Canada,Canada,Large_Greater_than_250_Emp,Scientist,80-100%,Not ML
153,2021,EN,FT,Data Scientist,13400,USD,13400,UA,100,UA,UKR,L,Entry-level Junior ,Full-time ,Ukraine,Ukraine,Large_Greater_than_250_Emp,Scientist,80-100%,Not ML
154,2021,SE,FT,Data Science Manager,144000,USD,144000,US,100,US,USA,L,Senior-level Expert ,Full-time ,United States of America,United States of America,Large_Greater_than_250_Emp,Scientist,80-100%,Not ML
155,2021,SE,FT,Data Science Engineer,159500,CAD,127221,CA,50,CA,CAN,L,Senior-level Expert ,Full-time ,Canada,Canada,Large_Greater_than_250_Emp,Engineer,20-80%,Not ML
156,2021,MI,FT,Data Scientist,160000,SGD,119059,SG,100,IL,ISR,M,Mid-level Intermediate ,Full-time ,Israel,Singapore,Medium_Between_50_and_250_Emp,Scientist,80-100%,Not ML
157,2021,MI,FT,Applied Machine Learning Scientist,423000,USD,423000,US,50,US,USA,L,Mid-level Intermediate ,Full-time ,United States of America,United States of America,Large_Greater_than_250_Emp,Scientist,20-80%,ML Professional
158,2021,SE,FT,Data Analytics Manager,120000,USD,120000,US,100,US,USA,M,Senior-level Expert ,Full-time ,United States of America,United States of America,Medium_Between_50_and_250_Emp,Analysis,80-100%,Not ML
159,2021,EN,FT,Machine Learning Engineer,125000,USD,125000,US,100,US,USA,S,Entry-level Junior ,Full-time ,United States of America,United States of America,Small_Less_than_50_Emp,Engineer,80-100%,ML Professional
160,2021,EX,FT,Head of Data,230000,USD,230000,RU,50,RU,RUS,L,Executive-level Director,Full-time ,Russian Federation,Russian Federation,Large_Greater_than_250_Emp,Other,20-80%,Not ML
161,2021,EX,FT,Head of Data Science,85000,USD,85000,RU,0,RU,RUS,M,Executive-level Director,Full-time ,Russian Federation,Russian Federation,Medium_Between_50_and_250_Emp,Scientist,0-20%,Not ML
162,2021,MI,FT,Data Engineer,24000,EUR,28369,MT,50,MT,MLT,L,Mid-level Intermediate ,Full-time ,Malta,Malta,Large_Greater_than_250_Emp,Engineer,20-80%,Not ML
163,2021,EN,FT,Data Science Consultant,54000,EUR,63831,DE,50,DE,DEU,L,Entry-level Junior ,Full-time ,Germany,Germany,Large_Greater_than_250_Emp,Scientist,20-80%,Not ML
164,2021,EX,FT,Director of Data Science,110000,EUR,130026,DE,50,DE,DEU,M,Executive-level Director,Full-time ,Germany,Germany,Medium_Between_50_and_250_Emp,Scientist,20-80%,Not ML
165,2021,SE,FT,Data Specialist,165000,USD,165000,US,100,US,USA,L,Senior-level Expert ,Full-time ,United States of America,United States of America,Large_Greater_than_250_Emp,Other,80-100%,Not ML
166,2021,EN,FT,Data Engineer,80000,USD,80000,US,100,US,USA,L,Entry-level Junior ,Full-time ,United States of America,United States of America,Large_Greater_than_250_Emp,Engineer,80-100%,Not ML
167,2021,EX,FT,Director of Data Science,250000,USD,250000,US,0,US,USA,L,Executive-level Director,Full-time ,United States of America,United States of America,Large_Greater_than_250_Emp,Scientist,0-20%,Not ML
168,2021,EN,FT,BI Data Analyst,55000,USD,55000,US,50,US,USA,S,Entry-level Junior ,Full-time ,United States of America,United States of America,Small_Less_than_50_Emp,Analysis,20-80%,Not ML
169,2021,MI,FT,Data Architect,150000,USD,150000,US,100,US,USA,L,Mid-level Intermediate ,Full-time ,United States of America,United States of America,Large_Greater_than_250_Emp,Other,80-100%,Not ML
170,2021,MI,FT,Data Architect,170000,USD,170000,US,100,US,USA,L,Mid-level Intermediate ,Full-time ,United States of America,United States of America,Large_Greater_than_250_Emp,Other,80-100%,Not ML
171,2021,MI,FT,Data Engineer,60000,GBP,82528,GB,100,GB,GBR,L,Mid-level Intermediate ,Full-time ,United Kingdom,United Kingdom,Large_Greater_than_250_Emp,Engineer,80-100%,Not ML
172,2021,EN,FT,Data Analyst,60000,USD,60000,US,100,US,USA,S,Entry-level Junior ,Full-time ,United States of America,United States of America,Small_Less_than_50_Emp,Analysis,80-100%,Not ML
173,2021,SE,FT,Principal Data Scientist,235000,USD,235000,US,100,US,USA,L,Senior-level Expert ,Full-time ,United States of America,United States of America,Large_Greater_than_250_Emp,Scientist,80-100%,Not ML
174,2021,SE,FT,Research Scientist,51400,EUR,60757,PT,50,PT,0,L,Senior-level Expert ,Full-time ,Part-time ,Part-time ,Large_Greater_than_250_Emp,Scientist,20-80%,Not ML
175,2021,SE,FT,Data Engineering Manager,174000,USD,174000,US,100,US,USA,L,Senior-level Expert ,Full-time ,United States of America,United States of America,Large_Greater_than_250_Emp,Engineer,80-100%,Not ML
176,2021,MI,FT,Data Scientist,58000,MXN,2859,MX,0,MX,MEX,S,Mid-level Intermediate ,Full-time ,Mexico,Mexico,Small_Less_than_50_Emp,Scientist,0-20%,Not ML
177,2021,MI,FT,Data Scientist,30400000,CLP,40038,CL,100,CL,CHL,L,Mid-level Intermediate ,Full-time ,Chile,Chile,Large_Greater_than_250_Emp,Scientist,80-100%,Not ML
178,2021,EN,FT,Machine Learning Engineer,81000,USD,81000,US,50,US,USA,S,Entry-level Junior ,Full-time ,United States of America,United States of America,Small_Less_than_50_Emp,Engineer,20-80%,ML Professional
179,2021,MI,FT,Data Scientist,420000,INR,5679,IN,100,US,USA,S,Mid-level Intermediate ,Full-time ,United States of America,India,Small_Less_than_50_Emp,Scientist,80-100%,Not ML
180,2021,MI,FT,Big Data Engineer,1672000,INR,22611,IN,0,IN,IND,L,Mid-level Intermediate ,Full-time ,India,India,Large_Greater_than_250_Emp,Engineer,0-20%,Not ML
181,2021,MI,FT,Data Scientist,76760,EUR,90734,DE,50,DE,DEU,L,Mid-level Intermediate ,Full-time ,Germany,Germany,Large_Greater_than_250_Emp,Scientist,20-80%,Not ML
182,2021,MI,FT,Data Engineer,22000,EUR,26005,RO,0,US,USA,L,Mid-level Intermediate ,Full-time ,United States of America,Romania,Large_Greater_than_250_Emp,Engineer,0-20%,Not ML
183,2021,SE,FT,Finance Data Analyst,45000,GBP,61896,GB,50,GB,GBR,L,Senior-level Expert ,Full-time ,United Kingdom,United Kingdom,Large_Greater_than_250_Emp,Analysis,20-80%,Not ML
184,2021,MI,FL,Machine Learning Scientist,12000,USD,12000,PK,50,PK,PAK,M,Mid-level Intermediate ,Freelance,Pakistan,Pakistan,Medium_Between_50_and_250_Emp,Scientist,20-80%,ML Professional
185,2021,MI,FT,Data Engineer,4000,USD,4000,IR,100,IR,IRN,M,Mid-level Intermediate ,Full-time ,Iran (Islamic Republic of),Iran (Islamic Republic of),Medium_Between_50_and_250_Emp,Engineer,80-100%,Not ML
186,2021,SE,FT,Data Analytics Engineer,50000,USD,50000,VN,100,GB,GBR,M,Senior-level Expert ,Full-time ,United Kingdom,Viet Nam,Medium_Between_50_and_250_Emp,Engineer,80-100%,Not ML
187,2021,EX,FT,Data Science Consultant,59000,EUR,69741,FR,100,ES,ESP,S,Executive-level Director,Full-time ,Spain,France,Small_Less_than_50_Emp,Scientist,80-100%,Not ML
188,2021,SE,FT,Data Engineer,65000,EUR,76833,RO,50,GB,GBR,S,Senior-level Expert ,Full-time ,United Kingdom,Romania,Small_Less_than_50_Emp,Engineer,20-80%,Not ML
189,2021,MI,FT,Machine Learning Engineer,74000,USD,74000,JP,50,JP,JPN,S,Mid-level Intermediate ,Full-time ,Japan,Japan,Small_Less_than_50_Emp,Engineer,20-80%,ML Professional
190,2021,SE,FT,Data Science Manager,152000,USD,152000,US,100,FR,FRA,L,Senior-level Expert ,Full-time ,France,United States of America,Large_Greater_than_250_Emp,Scientist,80-100%,Not ML
191,2021,EN,FT,Machine Learning Engineer,21844,USD,21844,CO,50,CO,COL,M,Entry-level Junior ,Full-time ,Colombia,Colombia,Medium_Between_50_and_250_Emp,Engineer,20-80%,ML Professional
192,2021,MI,FT,Big Data Engineer,18000,USD,18000,MD,0,MD,MDA,S,Mid-level Intermediate ,Full-time ,Moldova,Moldova,Small_Less_than_50_Emp,Engineer,0-20%,Not ML
193,2021,SE,FT,Data Science Manager,174000,USD,174000,US,100,US,USA,L,Senior-level Expert ,Full-time ,United States of America,United States of America,Large_Greater_than_250_Emp,Scientist,80-100%,Not ML
194,2021,SE,FT,Research Scientist,120500,CAD,96113,CA,50,CA,CAN,L,Senior-level Expert ,Full-time ,Canada,Canada,Large_Greater_than_250_Emp,Scientist,20-80%,Not ML
195,2021,MI,FT,Data Scientist,147000,USD,147000,US,50,US,USA,L,Mid-level Intermediate ,Full-time ,United States of America,United States of America,Large_Greater_than_250_Emp,Scientist,20-80%,Not ML
196,2021,EN,FT,BI Data Analyst,9272,USD,9272,KE,100,KE,KEN,S,Entry-level Junior ,Full-time ,Kenya,Kenya,Small_Less_than_50_Emp,Analysis,80-100%,Not ML
197,2021,SE,FT,Machine Learning Engineer,1799997,INR,24342,IN,100,IN,IND,L,Senior-level Expert ,Full-time ,India,India,Large_Greater_than_250_Emp,Engineer,80-100%,ML Professional
198,2021,SE,FT,Data Science Manager,4000000,INR,54094,IN,50,US,USA,L,Senior-level Expert ,Full-time ,United States of America,India,Large_Greater_than_250_Emp,Scientist,20-80%,Not ML
199,2021,EN,FT,Data Science Consultant,90000,USD,90000,US,100,US,USA,S,Entry-level Junior ,Full-time ,United States of America,United States of America,Small_Less_than_50_Emp,Scientist,80-100%,Not ML
200,2021,MI,FT,Data Scientist,52000,EUR,61467,DE,50,AT,AUT,M,Mid-level Intermediate ,Full-time ,Austria,Germany,Medium_Between_50_and_250_Emp,Scientist,20-80%,Not ML
201,2021,SE,FT,Machine Learning Infrastructure Engineer,195000,USD,195000,US,100,US,USA,M,Senior-level Expert ,Full-time ,United States of America,United States of America,Medium_Between_50_and_250_Emp,Engineer,80-100%,ML Professional
202,2021,MI,FT,Data Scientist,32000,EUR,37825,ES,100,ES,ESP,L,Mid-level Intermediate ,Full-time ,Spain,Spain,Large_Greater_than_250_Emp,Scientist,80-100%,Not ML
203,2021,SE,FT,Research Scientist,50000,USD,50000,FR,100,US,USA,S,Senior-level Expert ,Full-time ,United States of America,France,Small_Less_than_50_Emp,Scientist,80-100%,Not ML
204,2021,MI,FT,Data Scientist,160000,USD,160000,US,100,US,USA,L,Mid-level Intermediate ,Full-time ,United States of America,United States of America,Large_Greater_than_250_Emp,Scientist,80-100%,Not ML
205,2021,MI,FT,Data Scientist,69600,BRL,12901,BR,0,BR,BRA,S,Mid-level Intermediate ,Full-time ,Brazil,Brazil,Small_Less_than_50_Emp,Scientist,0-20%,Not ML
206,2021,SE,FT,Machine Learning Engineer,200000,USD,200000,US,100,US,USA,L,Senior-level Expert ,Full-time ,United States of America,United States of America,Large_Greater_than_250_Emp,Engineer,80-100%,ML Professional
207,2021,SE,FT,Data Engineer,165000,USD,165000,US,0,US,USA,M,Senior-level Expert ,Full-time ,United States of America,United States of America,Medium_Between_50_and_250_Emp,Engineer,0-20%,Not ML
208,2021,MI,FL,Data Engineer,20000,USD,20000,IT,0,US,USA,L,Mid-level Intermediate ,Freelance,United States of America,Italy,Large_Greater_than_250_Emp,Engineer,0-20%,Not ML
209,2021,SE,FT,Data Analytics Manager,120000,USD,120000,US,0,US,USA,L,Senior-level Expert ,Full-time ,United States of America,United States of America,Large_Greater_than_250_Emp,Analysis,0-20%,Not ML
210,2021,MI,FT,Machine Learning Engineer,21000,EUR,24823,SI,50,SI,SVN,L,Mid-level Intermediate ,Full-time ,Slovenia,Slovenia,Large_Greater_than_250_Emp,Engineer,20-80%,ML Professional
211,2021,MI,FT,Research Scientist,48000,EUR,56738,FR,50,FR,FRA,S,Mid-level Intermediate ,Full-time ,France,France,Small_Less_than_50_Emp,Scientist,20-80%,Not ML
212,2021,MI,FT,Data Engineer,48000,GBP,66022,HK,50,GB,GBR,S,Mid-level Intermediate ,Full-time ,United Kingdom,Hong Kong,Small_Less_than_50_Emp,Engineer,20-80%,Not ML
213,2021,EN,FT,Big Data Engineer,435000,INR,5882,IN,0,CH,CHE,L,Entry-level Junior ,Full-time ,Switzerland,India,Large_Greater_than_250_Emp,Engineer,0-20%,Not ML
214,2021,EN,FT,Machine Learning Engineer,21000,EUR,24823,DE,50,DE,DEU,M,Entry-level Junior ,Full-time ,Germany,Germany,Medium_Between_50_and_250_Emp,Engineer,20-80%,ML Professional
215,2021,SE,FT,Principal Data Engineer,185000,USD,185000,US,100,US,USA,L,Senior-level Expert ,Full-time ,United States of America,United States of America,Large_Greater_than_250_Emp,Engineer,80-100%,Not ML
216,2021,EN,PT,Computer Vision Engineer,180000,DKK,28609,DK,50,DK,DNK,S,Entry-level Junior ,Part-time ,Denmark,Denmark,Small_Less_than_50_Emp,Engineer,20-80%,Not ML
217,2021,MI,FT,Data Scientist,76760,EUR,90734,DE,50,DE,DEU,L,Mid-level Intermediate ,Full-time ,Germany,Germany,Large_Greater_than_250_Emp,Scientist,20-80%,Not ML
218,2021,MI,FT,Machine Learning Engineer,75000,EUR,88654,BE,100,BE,BEL,M,Mid-level Intermediate ,Full-time ,Belgium,Belgium,Medium_Between_50_and_250_Emp,Engineer,80-100%,ML Professional
219,2021,SE,FT,Data Analytics Manager,140000,USD,140000,US,100,US,USA,L,Senior-level Expert ,Full-time ,United States of America,United States of America,Large_Greater_than_250_Emp,Analysis,80-100%,Not ML
220,2021,MI,FT,Machine Learning Engineer,180000,PLN,46597,PL,100,PL,POL,L,Mid-level Intermediate ,Full-time ,Poland,Poland,Large_Greater_than_250_Emp,Engineer,80-100%,ML Professional
221,2021,MI,FT,Data Scientist,85000,GBP,116914,GB,50,GB,GBR,L,Mid-level Intermediate ,Full-time ,United Kingdom,United Kingdom,Large_Greater_than_250_Emp,Scientist,20-80%,Not ML
222,2021,MI,FT,Data Scientist,2500000,INR,33808,IN,0,IN,IND,M,Mid-level Intermediate ,Full-time ,India,India,Medium_Between_50_and_250_Emp,Scientist,0-20%,Not ML
223,2021,MI,FT,Data Scientist,40900,GBP,56256,GB,50,GB,GBR,L,Mid-level Intermediate ,Full-time ,United Kingdom,United Kingdom,Large_Greater_than_250_Emp,Scientist,20-80%,Not ML
224,2021,SE,FT,Machine Learning Scientist,225000,USD,225000,US,100,CA,CAN,L,Senior-level Expert ,Full-time ,Canada,United States of America,Large_Greater_than_250_Emp,Scientist,80-100%,ML Professional
225,2021,EX,CT,Principal Data Scientist,416000,USD,416000,US,100,US,USA,S,Executive-level Director,Contract ,United States of America,United States of America,Small_Less_than_50_Emp,Scientist,80-100%,Not ML
226,2021,SE,FT,Data Scientist,110000,CAD,87738,CA,100,CA,CAN,S,Senior-level Expert ,Full-time ,Canada,Canada,Small_Less_than_50_Emp,Scientist,80-100%,Not ML
227,2021,MI,FT,Data Scientist,75000,EUR,88654,DE,50,DE,DEU,L,Mid-level Intermediate ,Full-time ,Germany,Germany,Large_Greater_than_250_Emp,Scientist,20-80%,Not ML
228,2021,SE,FT,Data Scientist,135000,USD,135000,US,0,US,USA,L,Senior-level Expert ,Full-time ,United States of America,United States of America,Large_Greater_than_250_Emp,Scientist,0-20%,Not ML
229,2021,SE,FT,Data Analyst,90000,CAD,71786,CA,100,CA,CAN,M,Senior-level Expert ,Full-time ,Canada,Canada,Medium_Between_50_and_250_Emp,Analysis,80-100%,Not ML
230,2021,EN,FT,Big Data Engineer,1200000,INR,16228,IN,100,IN,IND,L,Entry-level Junior ,Full-time ,India,India,Large_Greater_than_250_Emp,Engineer,80-100%,Not ML
231,2021,SE,FT,ML Engineer,256000,USD,256000,US,100,US,USA,S,Senior-level Expert ,Full-time ,United States of America,United States of America,Small_Less_than_50_Emp,Engineer,80-100%,Not ML
232,2021,SE,FT,Director of Data Engineering,200000,USD,200000,US,100,US,USA,L,Senior-level Expert ,Full-time ,United States of America,United States of America,Large_Greater_than_250_Emp,Engineer,80-100%,Not ML
233,2021,SE,FT,Data Analyst,200000,USD,200000,US,100,US,USA,L,Senior-level Expert ,Full-time ,United States of America,United States of America,Large_Greater_than_250_Emp,Analysis,80-100%,Not ML
234,2021,MI,FT,Data Architect,180000,USD,180000,US,100,US,USA,L,Mid-level Intermediate ,Full-time ,United States of America,United States of America,Large_Greater_than_250_Emp,Other,80-100%,Not ML
235,2021,MI,FT,Head of Data Science,110000,USD,110000,US,0,US,USA,S,Mid-level Intermediate ,Full-time ,United States of America,United States of America,Small_Less_than_50_Emp,Scientist,0-20%,Not ML
236,2021,MI,FT,Research Scientist,80000,CAD,63810,CA,100,CA,CAN,M,Mid-level Intermediate ,Full-time ,Canada,Canada,Medium_Between_50_and_250_Emp,Scientist,80-100%,Not ML
237,2021,MI,FT,Data Scientist,39600,EUR,46809,ES,100,ES,ESP,M,Mid-level Intermediate ,Full-time ,Spain,Spain,Medium_Between_50_and_250_Emp,Scientist,80-100%,Not ML
238,2021,EN,FT,Data Scientist,4000,USD,4000,VN,0,VN,VNM,M,Entry-level Junior ,Full-time ,Viet Nam,Viet Nam,Medium_Between_50_and_250_Emp,Scientist,0-20%,Not ML
239,2021,EN,FT,Data Engineer,1600000,INR,21637,IN,50,IN,IND,M,Entry-level Junior ,Full-time ,India,India,Medium_Between_50_and_250_Emp,Engineer,20-80%,Not ML
240,2021,SE,FT,Data Scientist,130000,CAD,103691,CA,100,CA,CAN,L,Senior-level Expert ,Full-time ,Canada,Canada,Large_Greater_than_250_Emp,Scientist,80-100%,Not ML
241,2021,MI,FT,Data Analyst,80000,USD,80000,US,100,US,USA,L,Mid-level Intermediate ,Full-time ,United States of America,United States of America,Large_Greater_than_250_Emp,Analysis,80-100%,Not ML
242,2021,MI,FT,Data Engineer,110000,USD,110000,US,100,US,USA,L,Mid-level Intermediate ,Full-time ,United States of America,United States of America,Large_Greater_than_250_Emp,Engineer,80-100%,Not ML
243,2021,SE,FT,Data Scientist,165000,USD,165000,US,100,US,USA,L,Senior-level Expert ,Full-time ,United States of America,United States of America,Large_Greater_than_250_Emp,Scientist,80-100%,Not ML
244,2021,EN,FT,AI Scientist,1335000,INR,18053,IN,100,AS,ASM,S,Entry-level Junior ,Full-time ,American Samoa,India,Small_Less_than_50_Emp,Scientist,80-100%,Not ML
245,2021,MI,FT,Data Engineer,52500,GBP,72212,GB,50,GB,GBR,L,Mid-level Intermediate ,Full-time ,United Kingdom,United Kingdom,Large_Greater_than_250_Emp,Engineer,20-80%,Not ML
246,2021,EN,FT,Data Scientist,31000,EUR,36643,FR,50,FR,FRA,L,Entry-level Junior ,Full-time ,France,France,Large_Greater_than_250_Emp,Scientist,20-80%,Not ML
247,2021,MI,FT,Data Engineer,108000,TRY,12103,TR,0,TR,TUR,M,Mid-level Intermediate ,Full-time ,Turkey,Turkey,Medium_Between_50_and_250_Emp,Engineer,0-20%,Not ML
248,2021,SE,FT,Data Engineer,70000,GBP,96282,GB,50,GB,GBR,L,Senior-level Expert ,Full-time ,United Kingdom,United Kingdom,Large_Greater_than_250_Emp,Engineer,20-80%,Not ML
249,2021,SE,FT,Principal Data Analyst,170000,USD,170000,US,100,US,USA,M,Senior-level Expert ,Full-time ,United States of America,United States of America,Medium_Between_50_and_250_Emp,Analysis,80-100%,Not ML
250,2021,MI,FT,Data Scientist,115000,USD,115000,US,50,US,USA,L,Mid-level Intermediate ,Full-time ,United States of America,United States of America,Large_Greater_than_250_Emp,Scientist,20-80%,Not ML
251,2021,EN,FT,Data Scientist,90000,USD,90000,US,100,US,USA,S,Entry-level Junior ,Full-time ,United States of America,United States of America,Small_Less_than_50_Emp,Scientist,80-100%,Not ML
252,2021,EX,FT,Principal Data Engineer,600000,USD,600000,US,100,US,USA,L,Executive-level Director,Full-time ,United States of America,United States of America,Large_Greater_than_250_Emp,Engineer,80-100%,Not ML
253,2021,EN,FT,Data Scientist,2100000,INR,28399,IN,100,IN,IND,M,Entry-level Junior ,Full-time ,India,India,Medium_Between_50_and_250_Emp,Scientist,80-100%,Not ML
254,2021,MI,FT,Data Analyst,93000,USD,93000,US,100,US,USA,L,Mid-level Intermediate ,Full-time ,United States of America,United States of America,Large_Greater_than_250_Emp,Analysis,80-100%,Not ML
255,2021,SE,FT,Big Data Architect,125000,CAD,99703,CA,50,CA,CAN,M,Senior-level Expert ,Full-time ,Canada,Canada,Medium_Between_50_and_250_Emp,Other,20-80%,Not ML
256,2021,MI,FT,Data Engineer,200000,USD,200000,US,100,US,USA,L,Mid-level Intermediate ,Full-time ,United States of America,United States of America,Large_Greater_than_250_Emp,Engineer,80-100%,Not ML
257,2021,SE,FT,Principal Data Scientist,147000,EUR,173762,DE,100,DE,DEU,M,Senior-level Expert ,Full-time ,Germany,Germany,Medium_Between_50_and_250_Emp,Scientist,80-100%,Not ML
258,2021,SE,FT,Machine Learning Engineer,185000,USD,185000,US,50,US,USA,L,Senior-level Expert ,Full-time ,United States of America,United States of America,Large_Greater_than_250_Emp,Engineer,20-80%,ML Professional
259,2021,EX,FT,Director of Data Science,120000,EUR,141846,DE,0,DE,DEU,L,Executive-level Director,Full-time ,Germany,Germany,Large_Greater_than_250_Emp,Scientist,0-20%,Not ML
260,2021,MI,FT,Data Scientist,130000,USD,130000,US,50,US,USA,L,Mid-level Intermediate ,Full-time ,United States of America,United States of America,Large_Greater_than_250_Emp,Scientist,20-80%,Not ML
261,2021,SE,FT,Data Analyst,54000,EUR,63831,DE,50,DE,DEU,L,Senior-level Expert ,Full-time ,Germany,Germany,Large_Greater_than_250_Emp,Analysis,20-80%,Not ML
262,2021,MI,FT,Data Scientist,1250000,INR,16904,IN,100,IN,IND,S,Mid-level Intermediate ,Full-time ,India,India,Small_Less_than_50_Emp,Scientist,80-100%,Not ML
263,2021,SE,FT,Machine Learning Engineer,4900000,INR,66265,IN,0,IN,IND,L,Senior-level Expert ,Full-time ,India,India,Large_Greater_than_250_Emp,Engineer,0-20%,ML Professional
264,2021,MI,FT,Data Scientist,21600,EUR,25532,RS,100,DE,DEU,S,Mid-level Intermediate ,Full-time ,Germany,Serbia,Small_Less_than_50_Emp,Scientist,80-100%,Not ML
265,2021,SE,FT,Lead Data Engineer,160000,USD,160000,PR,50,US,USA,S,Senior-level Expert ,Full-time ,United States of America,Puerto Rico,Small_Less_than_50_Emp,Engineer,20-80%,Not ML
266,2021,MI,FT,Data Engineer,93150,USD,93150,US,0,US,USA,M,Mid-level Intermediate ,Full-time ,United States of America,United States of America,Medium_Between_50_and_250_Emp,Engineer,0-20%,Not ML
267,2021,MI,FT,Data Engineer,111775,USD,111775,US,0,US,USA,M,Mid-level Intermediate ,Full-time ,United States of America,United States of America,Medium_Between_50_and_250_Emp,Engineer,0-20%,Not ML
268,2021,MI,FT,Data Engineer,250000,TRY,28016,TR,100,TR,TUR,M,Mid-level Intermediate ,Full-time ,Turkey,Turkey,Medium_Between_50_and_250_Emp,Engineer,80-100%,Not ML
269,2021,EN,FT,Data Engineer,55000,EUR,65013,DE,50,DE,DEU,M,Entry-level Junior ,Full-time ,Germany,Germany,Medium_Between_50_and_250_Emp,Engineer,20-80%,Not ML
270,2021,EN,FT,Data Engineer,72500,USD,72500,US,100,US,USA,L,Entry-level Junior ,Full-time ,United States of America,United States of America,Large_Greater_than_250_Emp,Engineer,80-100%,Not ML
271,2021,SE,FT,Computer Vision Engineer,102000,BRL,18907,BR,0,BR,BRA,M,Senior-level Expert ,Full-time ,Brazil,Brazil,Medium_Between_50_and_250_Emp,Engineer,0-20%,Not ML
272,2021,EN,FT,Data Science Consultant,65000,EUR,76833,DE,0,DE,DEU,L,Entry-level Junior ,Full-time ,Germany,Germany,Large_Greater_than_250_Emp,Scientist,0-20%,Not ML
273,2021,EN,FT,Machine Learning Engineer,85000,USD,85000,NL,100,DE,DEU,S,Entry-level Junior ,Full-time ,Germany,Netherlands,Small_Less_than_50_Emp,Engineer,80-100%,ML Professional
274,2021,SE,FT,Data Scientist,65720,EUR,77684,FR,50,FR,FRA,M,Senior-level Expert ,Full-time ,France,France,Medium_Between_50_and_250_Emp,Scientist,20-80%,Not ML
275,2021,EN,FT,Data Scientist,100000,USD,100000,US,100,US,USA,M,Entry-level Junior ,Full-time ,United States of America,United States of America,Medium_Between_50_and_250_Emp,Scientist,80-100%,Not ML
276,2021,EN,FT,Data Scientist,58000,USD,58000,US,50,US,USA,L,Entry-level Junior ,Full-time ,United States of America,United States of America,Large_Greater_than_250_Emp,Scientist,20-80%,Not ML
277,2021,SE,FT,AI Scientist,55000,USD,55000,ES,100,ES,ESP,L,Senior-level Expert ,Full-time ,Spain,Spain,Large_Greater_than_250_Emp,Scientist,80-100%,Not ML
278,2021,SE,FT,Data Scientist,180000,TRY,20171,TR,50,TR,TUR,L,Senior-level Expert ,Full-time ,Turkey,Turkey,Large_Greater_than_250_Emp,Scientist,20-80%,Not ML
279,2021,EN,FT,Business Data Analyst,50000,EUR,59102,LU,100,LU,LUX,L,Entry-level Junior ,Full-time ,Luxembourg,Luxembourg,Large_Greater_than_250_Emp,Analysis,80-100%,Not ML
280,2021,MI,FT,Data Engineer,112000,USD,112000,US,100,US,USA,L,Mid-level Intermediate ,Full-time ,United States of America,United States of America,Large_Greater_than_250_Emp,Engineer,80-100%,Not ML
281,2021,EN,FT,Research Scientist,100000,USD,100000,JE,0,CN,CHN,L,Entry-level Junior ,Full-time ,China,Jersey,Large_Greater_than_250_Emp,Scientist,0-20%,Not ML
